Region,State,Location,manufacturer,car_model,car_option,Year,Price,New_Price,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_unit,Power_unit
South,Kerala,Kochi,Ford,Fiesta,Classic 1.4 Duratorq CLXI,2012,4844.15,,79985,Diesel,Manual,First,15.13,1399 CC,67.0,5.0,kmpl,
South,Karnataka,Bangalore,Audi,A4,2.0 TDI,2014,34491.6,,37600,Diesel,Automatic,Second,14.0675,1968 CC,147.51,5.0,kmpl,
South,Kerala,Kochi,Hyundai,i10,Magna 1.1,2015,5442.01,,31965,Petrol,Manual,First,14.857499999999998,1086 CC,68.05,5.0,kmpl,
South,Kerala,Kochi,BMW,3,Series 320i Sedan,2010,15114.99,,70749,Petrol,Automatic,First,9.0375,1995 CC,154.0,5.0,kmpl,
South,Tamil Nadu,Chennai,BMW,7,Series 730Ld,2013,68983.2,,38000,Diesel,Automatic,First,13.991,2993 CC,258.0,5.0,kmpl,
South,Kerala,Kochi,Hyundai,Verna,1.6 SX VTVT,2017,12248.35,,41534,Petrol,Manual,First,12.7575,1591 CC,121.3,5.0,kmpl,
North,Rajasthan,Jaipur,Volkswagen,Ameo,1.5 TDI Comfortline AT,2017,9964.24,,54455,Diesel,Automatic,First,18.7,1498 CC,108.495,5.0,kmpl,
North,West Bengal,Kolkata,Chevrolet,Aveo,1.4 LS,2007,1149.72,,42000,Petrol,Manual,First,10.8675,1399 CC,92.7,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Chevrolet,Cruze,LTZ,2018,15130.32,,52073,Diesel,Manual,Second,15.555,1991 CC,147.9,5.0,kmpl,
South,Kerala,Kochi,Hyundai,i20,1.4 Sportz,2018,9749.63,,40175,Diesel,Manual,Second,19.159,1396 CC,88.73,5.0,kmpl,
South,Maharashtra,Mumbai,Honda,BRV,i-VTEC V CVT,2017,14563.12,15.02 Lakh,16503,Petrol,Automatic,First,12.0,1497 CC,117.3,7.0,kmpl,
South,Kerala,Kochi,Hyundai,Xcent,1.2 Kappa SX,2017,9274.41,,15029,Petrol,Manual,First,14.325,1197 CC,82.0,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Alto,800 CNG LXI,2013,3295.86,,26200,CNG,Manual,First,42.644,796 CC,47.3,5.0,kmpl,
South,Telangana,Hyderabad,Hyundai,Grand,i10 CRDi Sportz,2015,8431.28,,76362,Diesel,Manual,First,20.4,1120 CC,70.0,5.0,kmpl,
North,West Bengal,Kolkata,Maruti,Alto,LXi,2007,1916.2,,18700,Petrol,Manual,Second,14.775,796 CC,46.3,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Toyota,Innova,2.5 VX (Diesel) 7 Seater,2015,18380.19,,67585,Diesel,Manual,First,11.0415,2494 CC,100.6,7.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,i10,Sportz 1.2 AT,2010,3832.4,,57000,Petrol,Automatic,Second,12.7125,1197 CC,78.9,5.0,kmpl,
South,Kerala,Kochi,Honda,City,i-VTEC CVT V,2019,17874.31,13.4 Lakh,22321,Petrol,Automatic,First,13.5,1497 CC,117.3,5.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Zen,LX,1998,812.47,,95150,Petrol,Manual,Third,12.975,993 CC,60.0,5.0,kmpl,
North,West Bengal,Kolkata,Maruti,Wagon,R LXI BS IV,2015,4752.18,,36428,Petrol,Manual,First,15.3825,998 CC,67.04,5.0,kmpl,
South,Telangana,Hyderabad,Ford,Figo,Diesel Titanium,2012,3985.7,,73500,Diesel,Manual,Second,17.0,1399 CC,68.0,5.0,kmpl,
South,Kerala,Kochi,Honda,Amaze,S i-Vtech,2015,7802.77,,47234,Petrol,Manual,First,13.5,1198 CC,86.7,5.0,kmpl,
South,Telangana,Hyderabad,Hyundai,Accent,GLE,2008,3525.81,,62364,Petrol,Manual,First,9.9,1495 CC,94.0,5.0,kmpl,
South,Maharashtra,Pune,Hyundai,Verna,1.6 SX CRDi (O),2012,9197.76,,89000,Diesel,Manual,First,18.972,1582 CC,126.32,5.0,kmpl,
North,Gujarat,Ahmedabad,Maruti,Swift,ZDi,2013,6745.02,,58653,Diesel,Manual,First,21.42,1248 CC,74.0,5.0,kmpl,
North,Delhi,Delhi,Mercedes-Benz,B,Class B180,2013,16862.56,,30000,Petrol,Automatic,Second,11.1,1595 CC,120.7,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Chevrolet,Cruze,LTZ,2014,8737.87,,64042,Diesel,Manual,First,14.705,1998 CC,163.7,5.0,kmpl,
South,Tamil Nadu,Chennai,Skoda,Laura,Ambiente 2.0 TDI CR AT,2013,10654.07,,120000,Diesel,Automatic,First,17.0,1968 CC,138.1,5.0,kmpl,
South,Telangana,Hyderabad,Mahindra,Scorpio,VLX 2WD BSIV,2014,12110.38,,90000,Diesel,Manual,First,10.2425,2179 CC,120.0,8.0,kmpl,
South,Kerala,Kochi,BMW,X1,xDrive 20d xLine,2018,44915.73,,30733,Diesel,Automatic,First,17.578,1995 CC,190.0,5.0,kmpl,
North,West Bengal,Kolkata,Mercedes-Benz,E-Class,2009-2013 E350 Petrol,2009,15697.51,,43600,Petrol,Automatic,First,8.1975,3498 CC,272.0,5.0,kmpl,
South,Maharashtra,Pune,Skoda,Superb,Elegance 1.8 TSI AT,2010,8201.34,,71473,Petrol,Automatic,Second,10.275,1798 CC,157.75,5.0,kmpl,
South,Maharashtra,Mumbai,Honda,Brio,VX AT,2014,5350.03,,39000,Petrol,Automatic,Second,12.375,1198 CC,86.8,5.0,kmpl,
South,Telangana,Hyderabad,Hyundai,i10,Magna 1.2,2009,4368.94,,84045,Petrol,Manual,First,15.27,1197 CC,78.9,5.0,kmpl,
South,Maharashtra,Mumbai,Honda,City,i VTEC SV,2014,8201.34,,57004,Petrol,Manual,First,13.05,1497 CC,117.3,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Ford,Figo,Petrol ZXI,2012,5549.32,,75464,Petrol,Manual,First,11.7,1196 CC,70.0,5.0,kmpl,
South,Telangana,Hyderabad,Toyota,Innova,2.5 G4 Diesel 7-seater,2006,9581.0,,142000,Diesel,Manual,First,10.88,2494 CC,102.0,7.0,kmpl,
South,Kerala,Kochi,Mahindra,Verito,1.5 D6 BSIV,2012,4890.14,,118683,Diesel,Manual,Second,17.849999999999998,1461 CC,64.1,5.0,kmpl,
North,Delhi,Delhi,Mahindra,KUV,100 G80 K8 Dual Tone,2018,8431.28,7.96 Lakh,42000,Petrol,Manual,First,13.6125,1198 CC,82.0,6.0,kmpl,
South,Kerala,Kochi,Hyundai,i20,Sportz Option 1.2,2019,11757.8,,12800,Petrol,Manual,First,13.95,1197 CC,81.83,5.0,kmpl,
North,Rajasthan,Jaipur,Tata,New,Safari EX 4x2,2011,8431.28,,80000,Petrol,Manual,First,9.0,2092 CC,127.0,7.0,kmpl,
South,Telangana,Hyderabad,Maruti,Swift,Dzire VDi,2014,10117.54,,76126,Diesel,Manual,First,16.405,1248 CC,73.9,5.0,kmpl,
South,Tamil Nadu,Chennai,BMW,X5,xDrive 30d M Sport,2017,84312.8,,21000,Diesel,Automatic,Second,13.5745,2993 CC,258.0,5.0,kmpl,
South,Maharashtra,Pune,Audi,A6,2011-2015 2.0 TDI Premium Plus,2013,32192.16,,85000,Diesel,Automatic,First,15.028,1968 CC,174.33,5.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Baleno,Delta 1.2,2017,6898.32,,27000,Petrol,Manual,First,16.049999999999997,1197 CC,83.1,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Hyundai,Santa,Fe 4WD AT,2016,31686.28,,45794,Diesel,Automatic,First,11.0585,2199 CC,194.3,7.0,kmpl,
South,Telangana,Hyderabad,Chevrolet,Cruze,LTZ AT,2013,9964.24,,57352,Diesel,Automatic,First,12.2315,1998 CC,163.7,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Mercedes-Benz,E-Class,2015-2017 E250 Edition E,2018,58221.82,,41467,Diesel,Automatic,First,12.75,2143 CC,204.0,5.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,Santro,Xing GLS,2009,2222.79,,42000,Petrol,Manual,First,13.44,1086 CC,62.1,5.0,kmpl,
North,Delhi,Delhi,Maruti,Wagon,R LXI CNG,2014,4522.23,,62549,CNG,Manual,First,37.24,998 CC,58.16,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Ciaz,VDi Plus SHVS,2015,12110.38,,67048,Diesel,Manual,First,23.8765,1248 CC,88.5,5.0,kmpl,
South,Kerala,Kochi,Honda,City,i-VTEC V,2018,15436.91,11.88 Lakh,11732,Petrol,Manual,First,13.05,1497 CC,117.3,5.0,kmpl,
South,Maharashtra,Mumbai,Nissan,Terrano,XL Plus ICC WT20 SE,2016,9964.24,,37000,Diesel,Manual,First,17.3825,1461 CC,83.8,5.0,kmpl,
South,Telangana,Hyderabad,BMW,3,Series 320d Prestige,2015,33725.12,,30000,Diesel,Automatic,First,16.048,1995 CC,184.0,5.0,kmpl,
South,Telangana,Hyderabad,Honda,City,i DTEC V,2016,14946.36,,53000,Diesel,Manual,First,22.1,1498 CC,98.6,5.0,kmpl,
North,Rajasthan,Jaipur,Nissan,Terrano,XL Plus 85 PS,2014,9197.76,,60000,Diesel,Manual,First,17.3825,1461 CC,83.8,5.0,kmpl,
North,Delhi,Delhi,Hyundai,Grand,i10 CRDi Sportz,2014,6116.51,,65000,Diesel,Manual,First,20.4,1120 CC,70.0,5.0,kmpl,
North,Gujarat,Ahmedabad,Hyundai,Santro,Xing XL eRLX Euro III,2008,2682.68,,51000,Petrol,Manual,First,12.75,1086 CC,62.37,5.0,kmpl,bhp
North,Delhi,Delhi,Toyota,Fortuner,4x2 AT,2015,30275.96,,92000,Diesel,Automatic,First,10.6675,2982 CC,168.5,7.0,kmpl,
North,West Bengal,Kolkata,Toyota,Innova,Crysta 2.4 VX MT,2017,25983.67,21.36 Lakh,31000,Diesel,Manual,First,11.628,2393 CC,147.8,7.0,kmpl,
South,Tamil Nadu,Chennai,Maruti,Baleno,Zeta 1.2,2017,10424.13,,43917,Petrol,Manual,First,16.049999999999997,1197 CC,83.1,5.0,kmpl,
North,West Bengal,Kolkata,Hyundai,Santro,Xing XL eRLX Euro III,2007,1517.63,,46707,Petrol,Manual,First,12.75,1086 CC,62.37,5.0,kmpl,bhp
South,Maharashtra,Pune,Hyundai,i10,Sportz 1.1L,2013,4522.23,,84000,Petrol,Manual,First,14.857499999999998,1086 CC,68.05,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Audi,Q7,3.0 TDI Quattro Premium Plus,2015,65656.68,,55662,Diesel,Automatic,First,10.2595,2967 CC,241.4,7.0,kmpl,
South,Telangana,Hyderabad,Volvo,S60,D4 Momentum,2014,32958.64,45.67 Lakh,51000,Diesel,Automatic,First,22.9755,1969 CC,190.0,5.0,kmpl,
North,Rajasthan,Jaipur,Honda,City,i VTEC V,2015,12110.38,,24398,Petrol,Manual,First,13.35,1497 CC,117.3,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Alto,K10 2010-2014 VXI,2011,3525.81,,78000,Petrol,Manual,Second,15.69,998 CC,67.1,5.0,kmpl,
North,Delhi,Delhi,Honda,Brio,1.2 S Option MT,2012,4215.64,5.92 Lakh,40315,Petrol,Manual,First,13.875,1198 CC,86.8,5.0,kmpl,
North,Rajasthan,Jaipur,Mahindra,Scorpio,VLX 2WD AIRBAG BSIV,2011,10286.16,,83000,Diesel,Manual,First,10.2425,2179 CC,120.0,8.0,kmpl,
South,Kerala,Kochi,Renault,Duster,110PS Diesel RxL AMT,2017,14716.42,,58151,Diesel,Automatic,First,16.66,1461 CC,108.45,5.0,kmpl,
South,Kerala,Kochi,Hyundai,Creta,1.6 CRDi SX,2017,19637.22,,30519,Diesel,Manual,First,16.7195,1582 CC,126.2,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Tata,Tiago,1.2 Revotron XZ,2019,10638.74,6.59 Lakh,20712,Petrol,Manual,First,17.88,1199 CC,84.0,5.0,kmpl,
South,Maharashtra,Mumbai,Mahindra,XUV500,W6 2WD,2015,14486.47,,48000,Diesel,Manual,First,13.6,2179 CC,140.0,7.0,kmpl,
South,Telangana,Hyderabad,Volkswagen,Vento,1.5 TDI Highline,2015,9197.76,,85000,Diesel,Manual,First,17.288999999999998,1498 CC,103.2,5.0,kmpl,
North,Delhi,Delhi,Mercedes-Benz,B,Class B180,2013,16862.56,,32000,Petrol,Automatic,First,11.1,1595 CC,120.7,5.0,kmpl,
North,Delhi,Delhi,Maruti,SX4,Vxi BSIV,2011,3985.7,,52000,Petrol,Manual,First,11.625,1586 CC,103.3,5.0,kmpl,
South,Telangana,Hyderabad,Hyundai,Getz,GLE,2007,2989.27,,58307,Petrol,Manual,First,11.475,1341 CC,83.0,5.0,kmpl,
South,Maharashtra,Mumbai,BMW,6,Series Gran Coupe,2013,68983.2,,30000,Diesel,Automatic,First,14.909,2993 CC,313.0,4.0,kmpl,
South,Tamil Nadu,Chennai,Audi,A4,2.0 TDI 177 Bhp Premium Plus,2014,33725.12,,40000,Diesel,Automatic,First,14.5435,1968 CC,174.33,5.0,kmpl,
North,West Bengal,Kolkata,Hyundai,i20,Asta Option 1.2,2015,7511.5,,36000,Petrol,Manual,First,13.95,1197 CC,81.83,5.0,kmpl,
South,Kerala,Kochi,Nissan,Terrano,XL D Option,2015,9581.0,15.06 Lakh,58817,Diesel,Manual,First,16.8895,1461 CC,83.14,5.0,kmpl,
South,Tamil Nadu,Chennai,Volkswagen,Vento,Konekt Diesel Highline,2013,9351.06,,55000,Diesel,Manual,Second,17.459,1598 CC,103.6,5.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,i10,Sportz,2011,3985.7,,39000,Petrol,Manual,First,15.27,1197 CC,78.9,5.0,kmpl,
North,Delhi,Delhi,Lamborghini,Gallardo,Coupe,2011,183955.2,,6500,Petrol,Automatic,Third,4.800000000000001,5204 CC,560.0,2.0,kmpl,
South,Telangana,Hyderabad,Jaguar,XF,3.0 Litre S Premium Luxury,2012,44455.84,,35000,Diesel,Automatic,First,12.529,2993 CC,270.9,5.0,kmpl,
South,Maharashtra,Pune,Maruti,Swift,Dzire VXi,2010,5058.77,,49900,Petrol,Manual,Second,13.125,1298 CC,85.8,5.0,kmpl,
South,Telangana,Hyderabad,Tata,Indica,Vista Quadrajet VX,2013,4675.53,,99500,Diesel,Manual,Second,18.955,1248 CC,74.0,5.0,kmpl,
North,West Bengal,Kolkata,Hyundai,i20,Asta 1.4 CRDi,2012,4982.12,,33249,Diesel,Manual,First,18.0795,1396 CC,88.76,5.0,kmpl,
North,Delhi,Delhi,Hyundai,Xcent,1.2 Kappa S Option,2014,5748.6,,52000,Petrol,Manual,First,14.325,1197 CC,81.86,5.0,kmpl,
South,Maharashtra,Mumbai,Toyota,Innova,2.5 VX (Diesel) 7 Seater,2015,20311.72,,45000,Diesel,Manual,First,11.0415,2494 CC,100.6,7.0,kmpl,
South,Telangana,Hyderabad,Tata,Tiago,1.2 Revotron XZ,2017,7358.21,6.42 Lakh,22000,Petrol,Manual,First,17.88,1199 CC,84.0,5.0,kmpl,
South,Kerala,Kochi,Renault,KWID,RXL,2019,5825.25,4.04 Lakh,7858,Petrol,Manual,First,18.8775,799 CC,53.3,5.0,kmpl,
South,Maharashtra,Pune,Toyota,Innova,2.5 V Diesel 7-seater,2011,13030.16,,112000,Diesel,Manual,First,10.88,2494 CC,102.0,7.0,kmpl,
South,Tamil Nadu,Coimbatore,Mercedes-Benz,E-Class,2015-2017 E250 CDI Avantgarde,2016,59417.53,,41082,Diesel,Automatic,First,11.05,2143 CC,204.0,5.0,kmpl,
North,Gujarat,Ahmedabad,Honda,City,1.5 S AT,2009,4905.47,,72000,Petrol,Automatic,First,12.6,1497 CC,116.4,5.0,kmpl,
South,Telangana,Hyderabad,Hyundai,i10,Sportz 1.2,2011,5365.36,,84912,Petrol,Manual,First,15.27,1197 CC,78.9,5.0,kmpl,
South,Maharashtra,Pune,Hyundai,Creta,1.6 CRDi SX Option,2015,18778.76,,70000,Diesel,Manual,First,16.7195,1582 CC,126.2,5.0,kmpl,
South,Maharashtra,Mumbai,Honda,Amaze,VX Petrol,2014,7281.56,8.99 Lakh,21000,Petrol,Manual,First,14.625,1199 CC,86.76,5.0,kmpl,
North,Delhi,Delhi,Volkswagen,Polo,1.2 MPI Trendline,2016,6898.32,,27000,Petrol,Manual,First,14.085,999 CC,74.0,5.0,kmpl,
North,West Bengal,Kolkata,Hyundai,i10,Magna 1.2,2012,3602.46,,29000,Petrol,Manual,First,15.27,1197 CC,78.9,5.0,kmpl,
South,Telangana,Hyderabad,Renault,Pulse,RxL,2014,5212.06,,48425,Diesel,Manual,First,19.618,1461 CC,63.12,5.0,kmpl,
South,Maharashtra,Pune,Volkswagen,Vento,1.5 TDI Highline AT,2016,15329.6,15.68 Lakh,19000,Diesel,Automatic,First,18.275,1498 CC,108.5,5.0,kmpl,
South,Telangana,Hyderabad,Toyota,Innova,2.5 VX (Diesel) 7 Seater BS IV,2012,13796.64,,210000,Diesel,Manual,First,11.0415,2494 CC,100.0,7.0,kmpl,
North,Delhi,Delhi,Toyota,Corolla,Altis G,2013,7971.39,,64000,Petrol,Manual,Second,10.8975,1798 CC,138.1,5.0,kmpl,
South,Tamil Nadu,Chennai,Hyundai,Verna,CRDi,2006,2835.98,,200000,Diesel,Manual,Second,14.28,1493 CC,110.0,5.0,kmpl,
South,Tamil Nadu,Chennai,Mercedes-Benz,GL-Class,350 CDI Blue Efficiency,2013,58252.48,,100000,Diesel,Automatic,Second,9.605,2987 CC,254.8,7.0,kmpl,
South,Kerala,Kochi,Renault,Duster,85PS Diesel RxL Optional,2013,7833.43,,69140,Diesel,Manual,First,17.391000000000002,1461 CC,83.8,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Skoda,Rapid,1.6 MPI Ambition,2019,14808.39,12.44 Lakh,21214,Petrol,Manual,First,11.5575,1598 CC,103.52,5.0,kmpl,
North,West Bengal,Kolkata,Hyundai,i10,Sportz 1.2,2015,5212.06,,28000,Petrol,Manual,First,15.27,1197 CC,78.9,5.0,kmpl,
South,Kerala,Kochi,Mahindra,KUV,100 mFALCON G80 K8,2017,8952.49,,29085,Petrol,Manual,First,13.6125,1198 CC,82.0,6.0,kmpl,
North,West Bengal,Kolkata,Maruti,Celerio,VXI AMT,2016,5825.25,5.77 Lakh,30000,Petrol,Automatic,First,17.325000000000003,998 CC,67.04,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,A-Star,AT VXI,2012,3832.4,,32910,Petrol,Automatic,First,12.735,998 CC,66.1,5.0,kmpl,
North,West Bengal,Kolkata,Honda,City,i DTEC VX,2015,10654.07,,30000,Diesel,Manual,First,21.335,1498 CC,98.6,5.0,kmpl,
South,Maharashtra,Pune,Skoda,Superb,1.8 TSI,2010,8431.28,,35102,Petrol,Automatic,First,9.45,1798 CC,161.6,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Hyundai,Grand,i10 Sportz,2017,9489.02,,22831,Petrol,Manual,First,14.175,1197 CC,82.0,5.0,kmpl,
South,Telangana,Hyderabad,Renault,Duster,85PS Diesel RxL,2013,9197.76,,74911,Diesel,Manual,First,17.3825,1461 CC,83.8,5.0,kmpl,
South,Maharashtra,Pune,Hyundai,Grand,i10 Magna,2015,5748.6,,21000,Petrol,Manual,First,14.175,1197 CC,82.0,5.0,kmpl,
South,Kerala,Kochi,Ford,EcoSport,1.5 TDCi Titanium,2018,14501.8,,37160,Diesel,Manual,First,19.3545,1498 CC,98.59,5.0,kmpl,
North,Rajasthan,Jaipur,Nissan,Sunny,2011-2014 XL,2011,4598.88,,41000,Petrol,Manual,Second,12.7125,1498 CC,97.7,5.0,kmpl,
South,Tamil Nadu,Chennai,Ford,Figo,Aspire 1.5 TDCi Titanium,2016,8814.52,,37294,Diesel,Manual,First,21.9555,1498 CC,99.0,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Honda,Civic,2006-2010 1.8 V MT,2009,6760.35,,56927,Petrol,Manual,First,10.125,1799 CC,130.0,5.0,kmpl,
South,Kerala,Kochi,Renault,KWID,RXT Optional,2017,5671.95,4.78 Lakh,21954,Petrol,Manual,First,18.8775,799 CC,53.3,5.0,kmpl,
North,West Bengal,Kolkata,Honda,Brio,EX MT,2014,3832.4,,50000,Petrol,Manual,Second,14.55,1198 CC,86.8,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Maruti,Swift,ZXI ABS,2012,8201.34,,78212,Petrol,Manual,First,12.075,1298 CC,88.2,5.0,kmpl,
North,Delhi,Delhi,Hyundai,i20,Magna Optional 1.4 CRDi,2013,5595.3,,64500,Diesel,Manual,First,18.615,1396 CC,88.8,5.0,kmpl,
North,Delhi,Delhi,Skoda,Superb,Elegance 2.0 TDI CR AT,2014,19928.48,,51000,Diesel,Automatic,First,14.62,1968 CC,138.03,5.0,kmpl,
North,Delhi,Delhi,Maruti,Wagon,R LXI BSII,2012,3755.75,,52000,Petrol,Manual,First,14.175,998 CC,67.1,5.0,kmpl,
South,Maharashtra,Mumbai,Volkswagen,Vento,1.5 TDI Highline AT,2015,8814.52,,120000,Diesel,Automatic,First,18.0285,1498 CC,103.2,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Honda,City,i DTEC S,2017,12432.31,,65792,Diesel,Manual,First,22.1,1498 CC,98.6,5.0,kmpl,
North,Gujarat,Ahmedabad,Hyundai,i20,1.4 Sportz,2018,11880.44,,30000,Diesel,Manual,First,19.159,1396 CC,88.73,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Nissan,Micra,XV CVT,2017,8967.82,9.51 Lakh,54387,Petrol,Automatic,First,14.3625,1198 CC,75.94,5.0,kmpl,
South,Maharashtra,Mumbai,Renault,KWID,RXT Optional,2018,6576.4,4.78 Lakh,1617,Petrol,Manual,First,18.8775,799 CC,53.3,5.0,kmpl,
South,Telangana,Hyderabad,Honda,City,i-DTEC SV,2015,12263.68,13.33 Lakh,82000,Diesel,Manual,First,21.76,1498 CC,98.6,5.0,kmpl,
South,Maharashtra,Mumbai,Toyota,Innova,Crysta 2.4 G MT 8S,2017,25293.84,,20000,Diesel,Manual,First,11.628,2393 CC,147.8,8.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Baleno,Alpha 1.3,2015,8431.28,,98000,Diesel,Manual,First,23.2815,1248 CC,74.0,5.0,kmpl,
North,Delhi,Delhi,Ford,EcoSport,1.5 TDCi Trend,2015,9734.3,,57000,Diesel,Manual,First,19.3545,1498 CC,98.59,5.0,kmpl,
North,Rajasthan,Jaipur,Toyota,Innova,2.5 G (Diesel) 8 Seater,2013,12110.38,,250000,Diesel,Manual,Second,11.0415,2494 CC,100.6,8.0,kmpl,
South,Telangana,Hyderabad,Ford,Ecosport,1.5 DV5 MT Ambiente,2014,11037.31,,56549,Diesel,Manual,First,19.295,1498 CC,89.84,5.0,kmpl,
South,Karnataka,Bangalore,Volkswagen,Polo,Diesel Comfortline 1.2L,2012,5595.3,,78500,Diesel,Manual,First,18.7595,1199 CC,73.9,5.0,kmpl,
South,Kerala,Kochi,Hyundai,i20,Sportz 1.4 CRDi,2016,9734.3,,55036,Diesel,Manual,First,19.159,1396 CC,88.73,5.0,kmpl,
South,Maharashtra,Pune,Renault,Duster,85PS Diesel RxL Explore,2016,11957.09,,55000,Diesel,Manual,First,16.8895,1461 CC,83.8,5.0,kmpl,
South,Tamil Nadu,Chennai,Ford,Ikon,1.3 Flair,2007,2146.14,,90000,Petrol,Manual,Second,10.35,1299 CC,70.0,5.0,kmpl,
South,Tamil Nadu,Chennai,Ford,Endeavour,XLT TDCi 4X2,2007,8431.28,,155000,Diesel,Manual,First,11.135,2499 CC,141.0,7.0,kmpl,
South,Telangana,Hyderabad,Maruti,Baleno,Delta 1.3,2018,13030.16,,17810,Diesel,Manual,First,23.2815,1248 CC,74.0,5.0,kmpl,
South,Kerala,Kochi,Mercedes-Benz,New,C-Class C 220 CDI Elegance AT,2011,16065.42,,42408,Diesel,Automatic,First,12.614,2143 CC,170.0,5.0,kmpl,
North,Gujarat,Ahmedabad,Maruti,Esteem,Vxi - BSIII,2005,1149.72,,81000,Petrol,Manual,Second,11.925,1298 CC,85.0,5.0,kmpl,
South,Maharashtra,Pune,Tata,Indigo,XL Grand Petrol,2008,1992.85,,52000,Petrol,Manual,Second,9.6375,1396 CC,99.6,5.0,kmpl,
South,Maharashtra,Mumbai,BMW,5,Series 525d Sedan,2013,32192.16,,35000,Diesel,Automatic,First,14.2205,2993 CC,218.0,5.0,kmpl,
North,Delhi,Delhi,Hyundai,Santro,Xing GL Plus,2013,3525.81,,60000,Petrol,Manual,First,13.44,1086 CC,62.1,5.0,kmpl,
South,Maharashtra,Mumbai,Skoda,Octavia,2.0 TDI AT Style Plus,2015,22917.75,,27000,Diesel,Automatic,First,16.575,1968 CC,141.0,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Audi,A6,2011-2015 35 TDI Technology,2017,55063.92,,55975,Diesel,Automatic,Second,15.028,1968 CC,174.33,5.0,kmpl,
South,Maharashtra,Pune,Ford,Figo,1.5D Trend MT,2016,6898.32,,115000,Diesel,Manual,First,21.9555,1498 CC,99.0,5.0,kmpl,
South,Telangana,Hyderabad,Mahindra,Xylo,D4 BS III,2016,8431.28,,132000,Diesel,Manual,First,12.7075,2489 CC,93.7,7.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Celerio,ZXI AT,2015,6821.67,,40337,Petrol,Automatic,First,17.325000000000003,998 CC,67.04,5.0,kmpl,
South,Tamil Nadu,Chennai,Toyota,Innova,2.5 G4 Diesel 8-seater,2008,10500.78,,192000,Diesel,Manual,First,10.88,2494 CC,102.0,8.0,kmpl,
South,Karnataka,Bangalore,Hyundai,Grand,i10 CRDi Asta,2016,8431.28,,50000,Diesel,Manual,First,20.4,1120 CC,70.0,5.0,kmpl,
South,Kerala,Kochi,Hyundai,Grand,i10 1.2 Kappa Sportz,2016,7772.11,6.62 Lakh,28147,Petrol,Manual,First,14.175,1197 CC,81.86,5.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,Grand,i10 Sportz,2015,5901.9,,20000,Petrol,Manual,First,14.175,1197 CC,82.0,5.0,kmpl,
South,Tamil Nadu,Chennai,Hyundai,Elite,i20 Petrol Asta,2016,12187.03,,11000,Petrol,Manual,First,13.95,1197 CC,81.86,5.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Zen,Estilo LXI BSIII,2009,1916.2,,63000,Petrol,Manual,Second,13.65,998 CC,67.1,5.0,kmpl,
South,Kerala,Kochi,Maruti,Alto,K10 2010-2014 VXI,2014,5579.97,,36967,Petrol,Manual,First,15.69,998 CC,67.1,5.0,kmpl,
North,Rajasthan,Jaipur,Toyota,Fortuner,4x2 Manual,2016,30659.2,,73053,Diesel,Manual,First,11.05,2982 CC,168.5,7.0,kmpl,
South,Tamil Nadu,Coimbatore,Mahindra,Thar,CRDe AC,2019,15881.47,,16392,Diesel,Manual,First,14.0675,2498 CC,105.0,6.0,kmpl,
South,Tamil Nadu,Chennai,Hyundai,Santro,Xing XO,2007,2835.98,,79000,Petrol,Manual,First,12.75,1086 CC,62.37,5.0,kmpl,bhp
North,Rajasthan,Jaipur,Toyota,Etios,G,2013,6208.49,,67000,Petrol,Manual,Second,12.585,1496 CC,88.73,5.0,kmpl,
South,Maharashtra,Mumbai,Mercedes-Benz,GL-Class,2007 2012 350 CDI Luxury,2015,74348.56,,48600,Diesel,Automatic,First,10.2,2987 CC,224.0,7.0,kmpl,
South,Karnataka,Bangalore,Renault,Duster,110PS Diesel RxZ,2014,12646.92,15.01 Lakh,70000,Diesel,Manual,First,16.66,1461 CC,108.45,5.0,kmpl,
